instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,loop_practice.label,loop_practice.startVal,loop_practice.startValSd,loop_practice.pThreshold,loop_practice.max_contr,loop_practice.minVal,loop_practice.maxVal,loop_practice.stim_diam_degs,loop_practice.SF,loop_practice.TF,loop_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisN,loop_practice.direction,loop_practice.stepSize,loop_practice.stepType,loop_practice.intensity,loop_practice.response,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,loop_trial.label,loop_trial.startVal,loop_trial.startValSd,loop_trial.stim_diam_degs,loop_trial.SF,loop_trial.TF,loop_trial.pThreshold,loop_trial.stepType,loop_trial.beta,loop_trial.delta,loop_trial.gamma,loop_trial.grain,loop_trial.minVal,loop_trial.maxVal,loop_trial.thisIndex,loop_trial.thisRepN,loop_trial.thisN,loop_trial.direction,loop_trial.stepSize,loop_trial.intensity,loop_trial.response,ori,correctAns,resp,resp.rt,Gender,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,2,1,start,4,0.49393288281885755,1,0,"['up', 'down']",up,0.9942018199981248,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,3,2,start,4,0.45430437229992937,1,90,"['left', 'right']",right,0.8952112730003137,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,4,3,start,4,0.4191776572267262,1,0,"['up', 'down']",up,0.9357400859989866,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,5,4,start,4,0.3884336467408868,1,90,"['left', 'right']",right,0.9997944560018368,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,6,5,start,4,0.3609681684197825,1,0,"['up', 'down']",up,0.6132432480007992,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,7,6,start,4,0.3358721384623505,1,90,"['left', 'right']",right,0.7940617420026683,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,8,7,start,4,0.31304081402258854,1,0,"['up', 'down']",up,0.6630419850007456,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,9,8,start,4,0.2913380995102597,1,0,"['up', 'down']",up,0.6181890059997386,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,10,9,start,4,0.27094097006961393,1,90,"['left', 'right']",right,0.7265130499981751,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,11,10,start,4,0.2515860812118731,1,90,"['left', 'right']",right,0.5340712910001457,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,12,11,start,4,0.23306299993724106,1,90,"['left', 'right']",right,0.5421466260013403,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,13,12,start,4,0.21520395490049282,1,90,"['left', 'right']",right,0.6299442349991295,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,14,13,start,4,0.19838823058016747,1,90,"['left', 'right']",right,0.6415734590009379,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,15,14,start,4,0.18207460732160385,1,90,"['left', 'right']",right,0.5742622319994553,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,16,15,start,4,0.1661430143272098,0,0,"['up', 'down']",right,0.588220989000547,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,17,16,start,4,0.23078183107927164,1,0,"['up', 'down']",up,0.7380660630005877,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,18,17,start,4,0.21933470141165978,1,90,"['left', 'right']",right,0.6021145349986909,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,19,18,start,4,0.20868702037754483,1,0,"['up', 'down']",up,0.7429786159991636,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,20,19,start,4,0.19870713356795483,1,0,"['up', 'down']",up,0.7267811500023527,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,21,20,start,4,0.18930343311764258,1,90,"['left', 'right']",right,0.6466408240012242,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,22,21,start,4,0.18041236180994114,1,0,"['up', 'down']",up,0.6747988429997349,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,23,22,start,4,0.17199071711078312,1,0,"['up', 'down']",up,0.7487635249999585,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,24,23,start,4,0.1639323390491293,0,0,"['up', 'down']",right,0.7728560940013267,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,25,24,start,4,0.19716703175635258,1,0,"['up', 'down']",up,0.6916759990017454,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,26,25,start,4,0.190033695789519,1,0,"['up', 'down']",up,0.8377396979994955,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,27,26,start,4,0.1833732630469223,1,0,"['up', 'down']",up,0.881066952002584,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,28,27,start,4,0.17694261363282593,1,0,"['up', 'down']",up,0.8992301889993541,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,29,28,start,4,0.17088494625122924,1,0,"['up', 'down']",up,1.50768799999787,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,30,29,start,4,0.16514125243746958,1,0,"['up', 'down']",up,0.9653455849984311,f,20191101164716,2019_Nov_01_1647,contrast_sensitivity_task,3.2.4,60.02947567317395,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_12_tf_4,0.5,0.2,3.5,12,4,0.82,log,3.5,0.01,0.5,0.01,1e-10,1,0,1,0,start,4,0.5,,,,,,,,,,,,
